7/1/2019 9:47,1160.40
7/1/2019 9:48,1159.60
7/1/2019 9:49,1160.00
7/1/2019 9:50,1160.50
7/1/2019 9:51,1160.60
7/1/2019 9:52,1160.30
7/1/2019 9:53,1160.40
7/1/2019 9:55,1160.90
7/1/2019 9:56,1160.80
7/1/2019 9:57,1161.10
7/1/2019 9:58,1161.40
7/1/2019 9:59,1161.60
7/1/2019 10:00,1161.80
7/1/2019 10:01,1158.20
7/1/2019 10:02,1159.50
7/1/2019 10:03,1160.20
7/1/2019 10:04,1160.50
7/1/2019 10:05,1160.10
7/1/2019 10:06,1160.30
7/1/2019 10:07,1159.70
7/1/2019 10:08,1160.00
7/1/2019 10:09,1160.30
7/1/2019 10:10,1160.50
7/1/2019 10:11,1160.40
7/1/2019 10:12,1160.10
7/1/2019 10:13,1159.20
7/1/2019 10:14,1159.50
7/1/2019 10:15,1159.30
7/1/2019 10:16,1158.90
7/1/2019 10:17,1159.40
7/1/2019 10:18,1159.40
7/1/2019 10:19,1159.70
7/1/2019 10:20,1159.20
7/1/2019 10:21,1159.70
7/1/2019 10:22,1159.40
7/1/2019 10:23,1159.40
7/1/2019 10:24,1159.70
7/1/2019 10:25,1159.60
7/1/2019 10:26,1159.60
7/1/2019 10:27,1159.50
7/1/2019 10:28,1159.50
7/1/2019 10:29,1159.30
7/1/2019 10:30,1159.50
7/1/2019 10:31,1159.60
7/1/2019 10:32,1159.60
7/1/2019 10:33,1159.70
7/1/2019 10:34,1159.90
7/1/2019 10:35,1160.00
7/1/2019 10:36,1159.80
7/1/2019 10:37,1159.60
7/1/2019 10:38,1159.70
7/1/2019 10:39,1159.60
7/1/2019 10:40,1159.30
7/1/2019 10:41,1159.20
7/1/2019 10:42,1159.00
7/1/2019 10:43,1159.10
7/1/2019 10:44,1159.30
7/1/2019 10:45,1159.10
7/1/2019 10:46,1159.20
7/1/2019 10:47,1159.20
7/1/2019 10:48,1159.00
7/1/2019 10:49,1159.30
7/1/2019 10:50,1159.50
7/1/2019 10:51,1159.80
7/1/2019 10:52,1159.70
7/1/2019 10:53,1159.60
7/1/2019 10:54,1159.60
7/1/2019 10:55,1159.60
7/1/2019 10:56,1159.80
7/1/2019 10:57,1159.60
7/1/2019 10:58,1159.70
7/1/2019 10:59,1159.80
7/1/2019 11:00,1160.00
7/1/2019 11:01,1160.50
7/1/2019 11:02,1160.30
7/1/2019 11:03,1160.10
7/1/2019 11:04,1160.00
7/1/2019 11:05,1159.60
7/1/2019 11:06,1159.90
7/1/2019 11:07,1159.80
7/1/2019 11:08,1159.80
7/1/2019 11:09,1159.60
7/1/2019 11:10,1159.10
7/1/2019 11:11,1159.00
7/1/2019 11:12,1158.80
7/1/2019 11:13,1159.40
7/1/2019 11:14,1159.50
7/1/2019 11:15,1159.40
7/1/2019 11:16,1158.70
7/1/2019 11:17,1159.10
7/1/2019 11:18,1159.20
7/1/2019 11:19,1159.10
7/1/2019 11:20,1159.00
7/1/2019 11:21,1159.20
7/1/2019 11:22,1159.30
7/1/2019 11:23,1159.20
7/1/2019 11:24,1159.30
7/1/2019 11:25,1159.30
7/1/2019 11:26,1159.20
7/1/2019 11:27,1159.30
7/1/2019 11:28,1159.30
7/1/2019 11:29,1159.40
7/1/2019 11:30,1159.50
7/1/2019 11:31,1159.40
7/1/2019 11:32,1159.40
7/1/2019 11:33,1159.60
7/1/2019 11:34,1159.40
7/1/2019 11:35,1159.60
7/1/2019 11:36,1159.60
7/1/2019 11:37,1159.70
7/1/2019 11:38,1159.40
7/1/2019 11:39,1159.20
7/1/2019 11:40,1159.10
7/1/2019 11:41,1159.20
7/1/2019 11:42,1159.10
7/1/2019 11:43,1159.00
7/1/2019 11:44,1159.00
7/1/2019 11:45,1159.20
7/1/2019 11:46,1159.10
7/1/2019 11:47,1159.10
7/1/2019 11:48,1159.20
7/1/2019 11:49,1159.30
7/1/2019 11:50,1159.20
7/1/2019 11:51,1159.10
7/1/2019 11:52,1159.20
7/1/2019 11:53,1159.20
7/1/2019 11:54,1159.20
7/1/2019 11:55,1159.20
7/1/2019 11:56,1159.20
7/1/2019 11:57,1159.20
7/1/2019 11:58,1159.10
7/1/2019 11:59,1159.10
